Price per Carat,Size,Colour,Clarity,Month,Year,Rapper
,2.01-2.09,I,I1,Jun,2023,-32
,2.01-2.09,J,IF,Jun,2023,-35
,2.01-2.09,J,VVS1,Jun,2023,-33
,2.01-2.09,J,VVS2,Jun,2023,-33
,2.01-2.09,J,VS1,Jun,2023,-33
,2.01-2.09,J,VS2,Jun,2023,-32
,2.01-2.09,J,SI1,Jun,2023,-34
,2.01-2.09,J,SI2,Jun,2023,-35
,2.01-2.09,J,I1,Jun,2023,-28
,2.01-2.09,K,IF,Jun,2023,-33
,2.01-2.09,K,VVS1,Jun,2023,-33
,2.01-2.09,K,VVS2,Jun,2023,-32
,2.01-2.09,K,VS1,Jun,2023,-30
,2.01-2.09,K,VS2,Jun,2023,-30
,2.01-2.09,K,SI1,Jun,2023,-31
,2.01-2.09,K,SI2,Jun,2023,-31
,2.01-2.09,K,I1,Jun,2023,-27
,2.01-2.09,L,IF,Jun,2023,-35
,2.01-2.09,L,VVS1,Jun,2023,-34
,2.01-2.09,L,VVS2,Jun,2023,-33
,2.01-2.09,L,VS1,Jun,2023,-29
,2.01-2.09,L,VS2,Jun,2023,-29
,2.01-2.09,L,SI1,Jun,2023,-30
,2.01-2.09,L,SI2,Jun,2023,-32
,2.01-2.09,L,I1,Jun,2023,-28
,2.01-2.09,M,IF,Jun,2023,-34
,2.01-2.09,M,VVS1,Jun,2023,-33
,2.01-2.09,M,VVS2,Jun,2023,-31
,2.01-2.09,M,VS1,Jun,2023,-30
,2.01-2.09,M,VS2,Jun,2023,-29
,2.01-2.09,M,SI1,Jun,2023,-29
,2.01-2.09,M,SI2,Jun,2023,-29
,2.01-2.09,M,I1,Jun,2023,-28
,2.01-2.09,D,IF,Jul,2023,-40
,2.01-2.09,D,VVS1,Jul,2023,-38
,2.01-2.09,D,VVS2,Jul,2023,-39
,2.01-2.09,D,VS1,Jul,2023,-36
,2.01-2.09,D,VS2,Jul,2023,-35
,2.01-2.09,D,SI1,Jul,2023,-35
,2.01-2.09,D,SI2,Jul,2023,-35
,2.01-2.09,D,I1,Jul,2023,-30
,2.01-2.09,E,IF,Jul,2023,-40
,2.01-2.09,E,VVS1,Jul,2023,-38
,2.01-2.09,E,VVS2,Jul,2023,-38
,2.01-2.09,E,VS1,Jul,2023,-36
,2.01-2.09,E,VS2,Jul,2023,-34
,2.01-2.09,E,SI1,Jul,2023,-35
,2.01-2.09,E,SI2,Jul,2023,-35
,2.01-2.09,E,I1,Jul,2023,-30
,2.01-2.09,F,IF,Jul,2023,-38
,2.01-2.09,F,VVS1,Jul,2023,-35
,2.01-2.09,F,VVS2,Jul,2023,-35
,2.01-2.09,F,VS1,Jul,2023,-33
,2.01-2.09,F,VS2,Jul,2023,-32
,2.01-2.09,F,SI1,Jul,2023,-36
,2.01-2.09,F,SI2,Jul,2023,-35
,2.01-2.09,F,I1,Jul,2023,-31
,2.01-2.09,G,IF,Jul,2023,-38
,2.01-2.09,G,VVS1,Jul,2023,-35
,2.01-2.09,G,VVS2,Jul,2023,-35
,2.01-2.09,G,VS1,Jul,2023,-33
,2.01-2.09,G,VS2,Jul,2023,-33
,2.01-2.09,G,SI1,Jul,2023,-34
,2.01-2.09,G,SI2,Jul,2023,-35
,2.01-2.09,G,I1,Jul,2023,-30
,2.01-2.09,H,IF,Jul,2023,-36
,2.01-2.09,H,VVS1,Jul,2023,-34
,2.01-2.09,H,VVS2,Jul,2023,-32
,2.01-2.09,H,VS1,Jul,2023,-32
,2.01-2.09,H,VS2,Jul,2023,-31
,2.01-2.09,H,SI1,Jul,2023,-34
,2.01-2.09,H,SI2,Jul,2023,-34
,2.01-2.09,H,I1,Jul,2023,-28
,2.01-2.09,I,IF,Jul,2023,-36
,2.01-2.09,I,VVS1,Jul,2023,-34
,2.01-2.09,I,VVS2,Jul,2023,-32
,2.01-2.09,I,VS1,Jul,2023,-32
,2.01-2.09,I,VS2,Jul,2023,-32
,2.01-2.09,I,SI1,Jul,2023,-34
,2.01-2.09,I,SI2,Jul,2023,-35
,2.01-2.09,I,I1,Jul,2023,-32
,2.01-2.09,J,IF,Jul,2023,-35
,2.01-2.09,J,VVS1,Jul,2023,-33
,2.01-2.09,J,VVS2,Jul,2023,-33
,2.01-2.09,J,VS1,Jul,2023,-33
,2.01-2.09,J,VS2,Jul,2023,-32
,2.01-2.09,J,SI1,Jul,2023,-34
,2.01-2.09,J,SI2,Jul,2023,-35
,2.01-2.09,J,I1,Jul,2023,-28
,2.01-2.09,K,IF,Jul,2023,-33
,2.01-2.09,K,VVS1,Jul,2023,-33
,2.01-2.09,K,VVS2,Jul,2023,-32
,2.01-2.09,K,VS1,Jul,2023,-30
,2.01-2.09,K,VS2,Jul,2023,-30
,2.01-2.09,K,SI1,Jul,2023,-31
,2.01-2.09,K,SI2,Jul,2023,-31
,2.01-2.09,K,I1,Jul,2023,-27
,2.01-2.09,L,IF,Jul,2023,-35
,2.01-2.09,L,VVS1,Jul,2023,-34
,2.01-2.09,L,VVS2,Jul,2023,-33
,2.01-2.09,L,VS1,Jul,2023,-29
,2.01-2.09,L,VS2,Jul,2023,-29
,2.01-2.09,L,SI1,Jul,2023,-30
,2.01-2.09,L,SI2,Jul,2023,-32
,2.01-2.09,L,I1,Jul,2023,-28
,2.01-2.09,M,IF,Jul,2023,-34
,2.01-2.09,M,VVS1,Jul,2023,-33
,2.01-2.09,M,VVS2,Jul,2023,-31
,2.01-2.09,M,VS1,Jul,2023,-30
,2.01-2.09,M,VS2,Jul,2023,-29
,2.01-2.09,M,SI1,Jul,2023,-29
,2.01-2.09,M,SI2,Jul,2023,-29
,2.01-2.09,M,I1,Jul,2023,-28
,2.01-2.09,D,IF,Aug,2023,-40
,2.01-2.09,D,VVS1,Aug,2023,-38
,2.01-2.09,D,VVS2,Aug,2023,-39
,2.01-2.09,D,VS1,Aug,2023,-36
,2.01-2.09,D,VS2,Aug,2023,-35
,2.01-2.09,D,SI1,Aug,2023,-35
,2.01-2.09,D,SI2,Aug,2023,-35
,2.01-2.09,D,I1,Aug,2023,-30
,2.01-2.09,E,IF,Aug,2023,-40
,2.01-2.09,E,VVS1,Aug,2023,-38
,2.01-2.09,E,VVS2,Aug,2023,-38
,2.01-2.09,E,VS1,Aug,2023,-36
,2.01-2.09,E,VS2,Aug,2023,-34
,2.01-2.09,E,SI1,Aug,2023,-35
,2.01-2.09,E,SI2,Aug,2023,-35
,2.01-2.09,E,I1,Aug,2023,-30
,2.01-2.09,F,IF,Aug,2023,-38
,2.01-2.09,F,VVS1,Aug,2023,-35
,2.01-2.09,F,VVS2,Aug,2023,-35
,2.01-2.09,F,VS1,Aug,2023,-33
,2.01-2.09,F,VS2,Aug,2023,-32
,2.01-2.09,F,SI1,Aug,2023,-36
,2.01-2.09,F,SI2,Aug,2023,-35
,2.01-2.09,F,I1,Aug,2023,-31
,2.01-2.09,G,IF,Aug,2023,-38
,2.01-2.09,G,VVS1,Aug,2023,-35
,2.01-2.09,G,VVS2,Aug,2023,-35
,2.01-2.09,G,VS1,Aug,2023,-33
,2.01-2.09,G,VS2,Aug,2023,-33
,2.01-2.09,G,SI1,Aug,2023,-34
,2.01-2.09,G,SI2,Aug,2023,-35
,2.01-2.09,G,I1,Aug,2023,-30
,2.01-2.09,H,IF,Aug,2023,-36
,2.01-2.09,H,VVS1,Aug,2023,-34
,2.01-2.09,H,VVS2,Aug,2023,-32
,2.01-2.09,H,VS1,Aug,2023,-32
,2.01-2.09,H,VS2,Aug,2023,-31
,2.01-2.09,H,SI1,Aug,2023,-34
,2.01-2.09,H,SI2,Aug,2023,-34
,2.01-2.09,H,I1,Aug,2023,-28
,2.01-2.09,I,IF,Aug,2023,-36
,2.01-2.09,I,VVS1,Aug,2023,-34
,2.01-2.09,I,VVS2,Aug,2023,-32
,2.01-2.09,I,VS1,Aug,2023,-32
,2.01-2.09,I,VS2,Aug,2023,-32
,2.01-2.09,I,SI1,Aug,2023,-34
,2.01-2.09,I,SI2,Aug,2023,-35
,2.01-2.09,I,I1,Aug,2023,-32
,2.01-2.09,J,IF,Aug,2023,-35
,2.01-2.09,J,VVS1,Aug,2023,-33
,2.01-2.09,J,VVS2,Aug,2023,-33
,2.01-2.09,J,VS1,Aug,2023,-33
,2.01-2.09,J,VS2,Aug,2023,-32
,2.01-2.09,J,SI1,Aug,2023,-34
,2.01-2.09,J,SI2,Aug,2023,-35
,2.01-2.09,J,I1,Aug,2023,-28
,2.01-2.09,K,IF,Aug,2023,-33
,2.01-2.09,K,VVS1,Aug,2023,-33
,2.01-2.09,K,VVS2,Aug,2023,-32
,2.01-2.09,K,VS1,Aug,2023,-30
,2.01-2.09,K,VS2,Aug,2023,-30
,2.01-2.09,K,SI1,Aug,2023,-31
,2.01-2.09,K,SI2,Aug,2023,-31
,2.01-2.09,K,I1,Aug,2023,-27
,2.01-2.09,L,IF,Aug,2023,-35
,2.01-2.09,L,VVS1,Aug,2023,-34
,2.01-2.09,L,VVS2,Aug,2023,-33
,2.01-2.09,L,VS1,Aug,2023,-29
,2.01-2.09,L,VS2,Aug,2023,-29
,2.01-2.09,L,SI1,Aug,2023,-30
,2.01-2.09,L,SI2,Aug,2023,-32
,2.01-2.09,L,I1,Aug,2023,-28
,2.01-2.09,M,IF,Aug,2023,-34
,2.01-2.09,M,VVS1,Aug,2023,-33
,2.01-2.09,M,VVS2,Aug,2023,-31
,2.01-2.09,M,VS1,Aug,2023,-30
,2.01-2.09,M,VS2,Aug,2023,-29
,2.01-2.09,M,SI1,Aug,2023,-29
,2.01-2.09,M,SI2,Aug,2023,-29
,2.01-2.09,M,I1,Aug,2023,-28
,2.01-2.09,D,IF,Sep,2023,-40
,2.01-2.09,D,VVS1,Sep,2023,-38
,2.01-2.09,D,VVS2,Sep,2023,-39
,2.01-2.09,D,VS1,Sep,2023,-36
,2.01-2.09,D,VS2,Sep,2023,-35
,2.01-2.09,D,SI1,Sep,2023,-35
,2.01-2.09,D,SI2,Sep,2023,-35
,2.01-2.09,D,I1,Sep,2023,-30
,2.01-2.09,E,IF,Sep,2023,-40
,2.01-2.09,E,VVS1,Sep,2023,-38
,2.01-2.09,E,VVS2,Sep,2023,-38
,2.01-2.09,E,VS1,Sep,2023,-36
,2.01-2.09,E,VS2,Sep,2023,-34
,2.01-2.09,E,SI1,Sep,2023,-35
,2.01-2.09,E,SI2,Sep,2023,-35
,2.01-2.09,E,I1,Sep,2023,-30
,2.01-2.09,F,IF,Sep,2023,-38
,2.01-2.09,F,VVS1,Sep,2023,-35
,2.01-2.09,F,VVS2,Sep,2023,-35
,2.01-2.09,F,VS1,Sep,2023,-33
,2.01-2.09,F,VS2,Sep,2023,-32
,2.01-2.09,F,SI1,Sep,2023,-36
,2.01-2.09,F,SI2,Sep,2023,-35
,2.01-2.09,F,I1,Sep,2023,-31
,2.01-2.09,G,IF,Sep,2023,-38
,2.01-2.09,G,VVS1,Sep,2023,-35
,2.01-2.09,G,VVS2,Sep,2023,-35
,2.01-2.09,G,VS1,Sep,2023,-33
,2.01-2.09,G,VS2,Sep,2023,-33
,2.01-2.09,G,SI1,Sep,2023,-34
,2.01-2.09,G,SI2,Sep,2023,-35
,2.01-2.09,G,I1,Sep,2023,-30
,2.01-2.09,H,IF,Sep,2023,-36
,2.01-2.09,H,VVS1,Sep,2023,-34
,2.01-2.09,H,VVS2,Sep,2023,-32
,2.01-2.09,H,VS1,Sep,2023,-32
,2.01-2.09,H,VS2,Sep,2023,-31
,2.01-2.09,H,SI1,Sep,2023,-34
,2.01-2.09,H,SI2,Sep,2023,-34
,2.01-2.09,H,I1,Sep,2023,-28
,2.01-2.09,I,IF,Sep,2023,-36
,2.01-2.09,I,VVS1,Sep,2023,-34
,2.01-2.09,I,VVS2,Sep,2023,-32
,2.01-2.09,I,VS1,Sep,2023,-32
,2.01-2.09,I,VS2,Sep,2023,-32
,2.01-2.09,I,SI1,Sep,2023,-34
,2.01-2.09,I,SI2,Sep,2023,-35
,2.01-2.09,I,I1,Sep,2023,-32
,2.01-2.09,J,IF,Sep,2023,-35
,2.01-2.09,J,VVS1,Sep,2023,-33
,2.01-2.09,J,VVS2,Sep,2023,-33
,2.01-2.09,J,VS1,Sep,2023,-33
,2.01-2.09,J,VS2,Sep,2023,-32
,2.01-2.09,J,SI1,Sep,2023,-34
,2.01-2.09,J,SI2,Sep,2023,-35
,2.01-2.09,J,I1,Sep,2023,-28
,2.01-2.09,K,IF,Sep,2023,-33
,2.01-2.09,K,VVS1,Sep,2023,-33
,2.01-2.09,K,VVS2,Sep,2023,-32
,2.01-2.09,K,VS1,Sep,2023,-30
,2.01-2.09,K,VS2,Sep,2023,-30
,2.01-2.09,K,SI1,Sep,2023,-31
,2.01-2.09,K,SI2,Sep,2023,-31
,2.01-2.09,K,I1,Sep,2023,-27
,2.01-2.09,L,IF,Sep,2023,-35
,2.01-2.09,L,VVS1,Sep,2023,-34
,2.01-2.09,L,VVS2,Sep,2023,-33
,2.01-2.09,L,VS1,Sep,2023,-29
,2.01-2.09,L,VS2,Sep,2023,-29
,2.01-2.09,L,SI1,Sep,2023,-30
,2.01-2.09,L,SI2,Sep,2023,-32
,2.01-2.09,L,I1,Sep,2023,-28
,2.01-2.09,M,IF,Sep,2023,-34
,2.01-2.09,M,VVS1,Sep,2023,-33
,2.01-2.09,M,VVS2,Sep,2023,-31
,2.01-2.09,M,VS1,Sep,2023,-30
,2.01-2.09,M,VS2,Sep,2023,-29
,2.01-2.09,M,SI1,Sep,2023,-29
,2.01-2.09,M,SI2,Sep,2023,-29
,2.01-2.09,M,I1,Sep,2023,-28
,2.01-2.09,D,IF,Oct,2023,-40
,2.01-2.09,D,VVS1,Oct,2023,-38
,2.01-2.09,D,VVS2,Oct,2023,-39
,2.01-2.09,D,VS1,Oct,2023,-36
,2.01-2.09,D,VS2,Oct,2023,-35
,2.01-2.09,D,SI1,Oct,2023,-35
,2.01-2.09,D,SI2,Oct,2023,-35
,2.01-2.09,D,I1,Oct,2023,-30
,2.01-2.09,E,IF,Oct,2023,-40
,2.01-2.09,E,VVS1,Oct,2023,-38
,2.01-2.09,E,VVS2,Oct,2023,-38
,2.01-2.09,E,VS1,Oct,2023,-36
,2.01-2.09,E,VS2,Oct,2023,-34
,2.01-2.09,E,SI1,Oct,2023,-35
,2.01-2.09,E,SI2,Oct,2023,-35
,2.01-2.09,E,I1,Oct,2023,-30
,2.01-2.09,F,IF,Oct,2023,-38
,2.01-2.09,F,VVS1,Oct,2023,-35
,2.01-2.09,F,VVS2,Oct,2023,-35
,2.01-2.09,F,VS1,Oct,2023,-33
,2.01-2.09,F,VS2,Oct,2023,-32
,2.01-2.09,F,SI1,Oct,2023,-36
,2.01-2.09,F,SI2,Oct,2023,-35
,2.01-2.09,F,I1,Oct,2023,-31
,2.01-2.09,G,IF,Oct,2023,-38
,2.01-2.09,G,VVS1,Oct,2023,-35
,2.01-2.09,G,VVS2,Oct,2023,-35
,2.01-2.09,G,VS1,Oct,2023,-33
,2.01-2.09,G,VS2,Oct,2023,-33
,2.01-2.09,G,SI1,Oct,2023,-34
,2.01-2.09,G,SI2,Oct,2023,-35
,2.01-2.09,G,I1,Oct,2023,-30
,2.01-2.09,H,IF,Oct,2023,-36
,2.01-2.09,H,VVS1,Oct,2023,-34
,2.01-2.09,H,VVS2,Oct,2023,-32
,2.01-2.09,H,VS1,Oct,2023,-32
,2.01-2.09,H,VS2,Oct,2023,-31
,2.01-2.09,H,SI1,Oct,2023,-34
,2.01-2.09,H,SI2,Oct,2023,-34
,2.01-2.09,H,I1,Oct,2023,-28
,2.01-2.09,I,IF,Oct,2023,-36
,2.01-2.09,I,VVS1,Oct,2023,-34
,2.01-2.09,I,VVS2,Oct,2023,-32
,2.01-2.09,I,VS1,Oct,2023,-32
,2.01-2.09,I,VS2,Oct,2023,-32
,2.01-2.09,I,SI1,Oct,2023,-34
,2.01-2.09,I,SI2,Oct,2023,-35
,2.01-2.09,I,I1,Oct,2023,-32
,2.01-2.09,J,IF,Oct,2023,-35
,2.01-2.09,J,VVS1,Oct,2023,-33
,2.01-2.09,J,VVS2,Oct,2023,-33
,2.01-2.09,J,VS1,Oct,2023,-33
,2.01-2.09,J,VS2,Oct,2023,-32
,2.01-2.09,J,SI1,Oct,2023,-34
,2.01-2.09,J,SI2,Oct,2023,-35
,2.01-2.09,J,I1,Oct,2023,-28
,2.01-2.09,K,IF,Oct,2023,-33
,2.01-2.09,K,VVS1,Oct,2023,-33
,2.01-2.09,K,VVS2,Oct,2023,-32
,2.01-2.09,K,VS1,Oct,2023,-30
,2.01-2.09,K,VS2,Oct,2023,-30
,2.01-2.09,K,SI1,Oct,2023,-31
,2.01-2.09,K,SI2,Oct,2023,-31
,2.01-2.09,K,I1,Oct,2023,-27
,2.01-2.09,L,IF,Oct,2023,-35
,2.01-2.09,L,VVS1,Oct,2023,-34
,2.01-2.09,L,VVS2,Oct,2023,-33
,2.01-2.09,L,VS1,Oct,2023,-29
,2.01-2.09,L,VS2,Oct,2023,-29
,2.01-2.09,L,SI1,Oct,2023,-30
,2.01-2.09,L,SI2,Oct,2023,-32
,2.01-2.09,L,I1,Oct,2023,-28
,2.01-2.09,M,IF,Oct,2023,-34
,2.01-2.09,M,VVS1,Oct,2023,-33
,2.01-2.09,M,VVS2,Oct,2023,-31
,2.01-2.09,M,VS1,Oct,2023,-30
,2.01-2.09,M,VS2,Oct,2023,-29
,2.01-2.09,M,SI1,Oct,2023,-29
,2.01-2.09,M,SI2,Oct,2023,-29
,2.01-2.09,M,I1,Oct,2023,-28
,2.01-2.09,D,IF,Nov,2023,-40
,2.01-2.09,D,VVS1,Nov,2023,-38
,2.01-2.09,D,VVS2,Nov,2023,-39
,2.01-2.09,D,VS1,Nov,2023,-36
,2.01-2.09,D,VS2,Nov,2023,-35
,2.01-2.09,D,SI1,Nov,2023,-35
,2.01-2.09,D,SI2,Nov,2023,-35
,2.01-2.09,D,I1,Nov,2023,-30
,2.01-2.09,E,IF,Nov,2023,-40
,2.01-2.09,E,VVS1,Nov,2023,-38
,2.01-2.09,E,VVS2,Nov,2023,-38
,2.01-2.09,E,VS1,Nov,2023,-36
,2.01-2.09,E,VS2,Nov,2023,-34
,2.01-2.09,E,SI1,Nov,2023,-35
,2.01-2.09,E,SI2,Nov,2023,-35
,2.01-2.09,E,I1,Nov,2023,-30
,2.01-2.09,F,IF,Nov,2023,-38
,2.01-2.09,F,VVS1,Nov,2023,-35
,2.01-2.09,F,VVS2,Nov,2023,-35
,2.01-2.09,F,VS1,Nov,2023,-33
,2.01-2.09,F,VS2,Nov,2023,-32
,2.01-2.09,F,SI1,Nov,2023,-36
,2.01-2.09,F,SI2,Nov,2023,-35
,2.01-2.09,F,I1,Nov,2023,-31
,2.01-2.09,G,IF,Nov,2023,-38
,2.01-2.09,G,VVS1,Nov,2023,-35
,2.01-2.09,G,VVS2,Nov,2023,-35
,2.01-2.09,G,VS1,Nov,2023,-33
,2.01-2.09,G,VS2,Nov,2023,-33
,2.01-2.09,G,SI1,Nov,2023,-34
,2.01-2.09,G,SI2,Nov,2023,-35
,2.01-2.09,G,I1,Nov,2023,-30
,2.01-2.09,H,IF,Nov,2023,-36
,2.01-2.09,H,VVS1,Nov,2023,-34
,2.01-2.09,H,VVS2,Nov,2023,-32
,2.01-2.09,H,VS1,Nov,2023,-32
,2.01-2.09,H,VS2,Nov,2023,-31
,2.01-2.09,H,SI1,Nov,2023,-34
,2.01-2.09,H,SI2,Nov,2023,-34
,2.01-2.09,H,I1,Nov,2023,-28
,2.01-2.09,I,IF,Nov,2023,-36
,2.01-2.09,I,VVS1,Nov,2023,-34
,2.01-2.09,I,VVS2,Nov,2023,-32
,2.01-2.09,I,VS1,Nov,2023,-32
,2.01-2.09,I,VS2,Nov,2023,-32
,2.01-2.09,I,SI1,Nov,2023,-34
,2.01-2.09,I,SI2,Nov,2023,-35
,2.01-2.09,I,I1,Nov,2023,-32
,2.01-2.09,J,IF,Nov,2023,-35
,2.01-2.09,J,VVS1,Nov,2023,-33
,2.01-2.09,J,VVS2,Nov,2023,-33
,2.01-2.09,J,VS1,Nov,2023,-33
,2.01-2.09,J,VS2,Nov,2023,-32
,2.01-2.09,J,SI1,Nov,2023,-34
,2.01-2.09,J,SI2,Nov,2023,-35
,2.01-2.09,J,I1,Nov,2023,-28
,2.01-2.09,K,IF,Nov,2023,-33
,2.01-2.09,K,VVS1,Nov,2023,-33
,2.01-2.09,K,VVS2,Nov,2023,-32
,2.01-2.09,K,VS1,Nov,2023,-30
,2.01-2.09,K,VS2,Nov,2023,-30
,2.01-2.09,K,SI1,Nov,2023,-31
,2.01-2.09,K,SI2,Nov,2023,-31
,2.01-2.09,K,I1,Nov,2023,-27
,2.01-2.09,L,IF,Nov,2023,-35
,2.01-2.09,L,VVS1,Nov,2023,-34
,2.01-2.09,L,VVS2,Nov,2023,-33
,2.01-2.09,L,VS1,Nov,2023,-29
,2.01-2.09,L,VS2,Nov,2023,-29
,2.01-2.09,L,SI1,Nov,2023,-30
,2.01-2.09,L,SI2,Nov,2023,-32
,2.01-2.09,L,I1,Nov,2023,-28
,2.01-2.09,M,IF,Nov,2023,-34
,2.01-2.09,M,VVS1,Nov,2023,-33
,2.01-2.09,M,VVS2,Nov,2023,-31
,2.01-2.09,M,VS1,Nov,2023,-30
,2.01-2.09,M,VS2,Nov,2023,-29
,2.01-2.09,M,SI1,Nov,2023,-29
,2.01-2.09,M,SI2,Nov,2023,-29
,2.01-2.09,M,I1,Nov,2023,-28
,2.01-2.09,D,IF,Dec,2023,-40
,2.01-2.09,D,VVS1,Dec,2023,-38
,2.01-2.09,D,VVS2,Dec,2023,-39
,2.01-2.09,D,VS1,Dec,2023,-36
,2.01-2.09,D,VS2,Dec,2023,-35
,2.01-2.09,D,SI1,Dec,2023,-35
,2.01-2.09,D,SI2,Dec,2023,-35
,2.01-2.09,D,I1,Dec,2023,-30
,2.01-2.09,E,IF,Dec,2023,-40
,2.01-2.09,E,VVS1,Dec,2023,-38
,2.01-2.09,E,VVS2,Dec,2023,-38
,2.01-2.09,E,VS1,Dec,2023,-36
,2.01-2.09,E,VS2,Dec,2023,-34
,2.01-2.09,E,SI1,Dec,2023,-35
,2.01-2.09,E,SI2,Dec,2023,-35
,2.01-2.09,E,I1,Dec,2023,-30
,2.01-2.09,F,IF,Dec,2023,-38
,2.01-2.09,F,VVS1,Dec,2023,-35
,2.01-2.09,F,VVS2,Dec,2023,-35
,2.01-2.09,F,VS1,Dec,2023,-33
,2.01-2.09,F,VS2,Dec,2023,-32
,2.01-2.09,F,SI1,Dec,2023,-36
,2.01-2.09,F,SI2,Dec,2023,-35
,2.01-2.09,F,I1,Dec,2023,-31
,2.01-2.09,G,IF,Dec,2023,-38
,2.01-2.09,G,VVS1,Dec,2023,-35
,2.01-2.09,G,VVS2,Dec,2023,-35
,2.01-2.09,G,VS1,Dec,2023,-33
,2.01-2.09,G,VS2,Dec,2023,-33
,2.01-2.09,G,SI1,Dec,2023,-34
,2.01-2.09,G,SI2,Dec,2023,-35
,2.01-2.09,G,I1,Dec,2023,-30
,2.01-2.09,H,IF,Dec,2023,-36
,2.01-2.09,H,VVS1,Dec,2023,-34
,2.01-2.09,H,VVS2,Dec,2023,-32
,2.01-2.09,H,VS1,Dec,2023,-32
,2.01-2.09,H,VS2,Dec,2023,-31
,2.01-2.09,H,SI1,Dec,2023,-34
,2.01-2.09,H,SI2,Dec,2023,-34
,2.01-2.09,H,I1,Dec,2023,-28
,2.01-2.09,I,IF,Dec,2023,-36
,2.01-2.09,I,VVS1,Dec,2023,-34
,2.01-2.09,I,VVS2,Dec,2023,-32
,2.01-2.09,I,VS1,Dec,2023,-32
,2.01-2.09,I,VS2,Dec,2023,-32
,2.01-2.09,I,SI1,Dec,2023,-34
,2.01-2.09,I,SI2,Dec,2023,-35
,2.01-2.09,I,I1,Dec,2023,-32
,2.01-2.09,J,IF,Dec,2023,-35
,2.01-2.09,J,VVS1,Dec,2023,-33
,2.01-2.09,J,VVS2,Dec,2023,-33
,2.01-2.09,J,VS1,Dec,2023,-33
,2.01-2.09,J,VS2,Dec,2023,-32
,2.01-2.09,J,SI1,Dec,2023,-34
,2.01-2.09,J,SI2,Dec,2023,-35
,2.01-2.09,J,I1,Dec,2023,-28
,2.01-2.09,K,IF,Dec,2023,-33
,2.01-2.09,K,VVS1,Dec,2023,-33
,2.01-2.09,K,VVS2,Dec,2023,-32
,2.01-2.09,K,VS1,Dec,2023,-30
,2.01-2.09,K,VS2,Dec,2023,-30
,2.01-2.09,K,SI1,Dec,2023,-31
,2.01-2.09,K,SI2,Dec,2023,-31
,2.01-2.09,K,I1,Dec,2023,-27
,2.01-2.09,L,IF,Dec,2023,-35
,2.01-2.09,L,VVS1,Dec,2023,-34
,2.01-2.09,L,VVS2,Dec,2023,-33
,2.01-2.09,L,VS1,Dec,2023,-29
,2.01-2.09,L,VS2,Dec,2023,-29
,2.01-2.09,L,SI1,Dec,2023,-30
,2.01-2.09,L,SI2,Dec,2023,-32
,2.01-2.09,L,I1,Dec,2023,-28
,2.01-2.09,M,IF,Dec,2023,-34
,2.01-2.09,M,VVS1,Dec,2023,-33
,2.01-2.09,M,VVS2,Dec,2023,-31
,2.01-2.09,M,VS1,Dec,2023,-30
,2.01-2.09,M,VS2,Dec,2023,-29
,2.01-2.09,M,SI1,Dec,2023,-29
,2.01-2.09,M,SI2,Dec,2023,-29
,2.01-2.09,M,I1,Dec,2023,-28
,2.01-2.09,D,IF,Jan,2024,-40
,2.01-2.09,D,VVS1,Jan,2024,-38
,2.01-2.09,D,VVS2,Jan,2024,-39
,2.01-2.09,D,VS1,Jan,2024,-36
,2.01-2.09,D,VS2,Jan,2024,-35
,2.01-2.09,D,SI1,Jan,2024,-35
,2.01-2.09,D,SI2,Jan,2024,-35
,2.01-2.09,D,I1,Jan,2024,-30
,2.01-2.09,E,IF,Jan,2024,-40
,2.01-2.09,E,VVS1,Jan,2024,-38
,2.01-2.09,E,VVS2,Jan,2024,-38
,2.01-2.09,E,VS1,Jan,2024,-36
,2.01-2.09,E,VS2,Jan,2024,-34
,2.01-2.09,E,SI1,Jan,2024,-35
,2.01-2.09,E,SI2,Jan,2024,-35
,2.01-2.09,E,I1,Jan,2024,-30
,2.01-2.09,F,IF,Jan,2024,-38
,2.01-2.09,F,VVS1,Jan,2024,-35
,2.01-2.09,F,VVS2,Jan,2024,-35
,2.01-2.09,F,VS1,Jan,2024,-33
,2.01-2.09,F,VS2,Jan,2024,-32
,2.01-2.09,F,SI1,Jan,2024,-36
,2.01-2.09,F,SI2,Jan,2024,-35
,2.01-2.09,F,I1,Jan,2024,-31
,2.01-2.09,G,IF,Jan,2024,-38
,2.01-2.09,G,VVS1,Jan,2024,-35
,2.01-2.09,G,VVS2,Jan,2024,-35
,2.01-2.09,G,VS1,Jan,2024,-33
,2.01-2.09,G,VS2,Jan,2024,-33
,2.01-2.09,G,SI1,Jan,2024,-34
,2.01-2.09,G,SI2,Jan,2024,-35
,2.01-2.09,G,I1,Jan,2024,-30
,2.01-2.09,H,IF,Jan,2024,-36
,2.01-2.09,H,VVS1,Jan,2024,-34
,2.01-2.09,H,VVS2,Jan,2024,-32
,2.01-2.09,H,VS1,Jan,2024,-32
,2.01-2.09,H,VS2,Jan,2024,-31
,2.01-2.09,H,SI1,Jan,2024,-34
,2.01-2.09,H,SI2,Jan,2024,-34
,2.01-2.09,H,I1,Jan,2024,-28
,2.01-2.09,I,IF,Jan,2024,-36
,2.01-2.09,I,VVS1,Jan,2024,-34
,2.01-2.09,I,VVS2,Jan,2024,-32
,2.01-2.09,I,VS1,Jan,2024,-32
,2.01-2.09,I,VS2,Jan,2024,-32
